study_accession	sample_accession	experiment_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	base_count	experiment_alias	fastq_bytes	fastq_ftp	submitted_ftp	sample_alias
PRJEB14847	SAMEA4347735	ERX1610320	749906	gut metagenome	Illumina HiSeq 2000	AWF_BMOSW_r1	PAIRED	4664129388	exp_AWF_BMOSW_2_C0KU9ACXX.IND11	1978343814;1993491846	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539467/ERR1539467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539467/ERR1539467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BMOSW_2_1_C0KU9ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BMOSW_2_2_C0KU9ACXX.IND11_clean.fastq.gz	sample_AWF_749906_B1-081
PRJEB14847	SAMEA4347571	ERX1610305	749906	gut metagenome	Illumina HiSeq 2000	AWF_ASOSW_r1	PAIRED	5065047556	exp_AWF_ASOSW_2_D11KBACXX.IND6	2304617074;2321599843	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539468/ERR1539468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539468/ERR1539468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ASOSW_2_1_D11KBACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ASOSW_2_2_D11KBACXX.IND6_clean.fastq.gz	sample_AWF_749906_A1-161
PRJEB14847	SAMEA4347604	ERX1610230	749906	gut metagenome	Illumina HiSeq 2000	AWF_LLOSW_r1	PAIRED	4075281404	exp_AWF_LLOSW_1_D14RHACXX.IND9	1869163966;1889693547	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539469/ERR1539469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539469/ERR1539469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LLOSW_1_1_D14RHACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LLOSW_1_2_D14RHACXX.IND9_clean.fastq.gz	sample_AWF_749906_C1_008
PRJEB14847	SAMEA4347460	ERX1610366	749906	gut metagenome	Illumina HiSeq 2000	AWF_PVOSW_r1	PAIRED	5921472407	exp_AWF_PVOSW_6_C1KG9ACXX.IND22	2770998916;2770559656	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539470/ERR1539470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539470/ERR1539470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PVOSW_6_1_C1KG9ACXX.IND22_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PVOSW_6_2_C1KG9ACXX.IND22_clean.fastq.gz	sample_AWF_749906_B1-159
PRJEB14847	SAMEA4347513	ERX1610216	749906	gut metagenome	Illumina HiSeq 2000	AWF_VEOSW_r1	PAIRED	3711305436	exp_AWF_VEOSW_1_HAY78ADXX.IND6	1601109185;1681192722	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539471/ERR1539471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539471/ERR1539471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VEOSW_1_1_HAY78ADXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VEOSW_1_2_HAY78ADXX.IND6_clean.fastq.gz	sample_AWF_749906_B1_100
PRJEB14847	SAMEA4347563	ERX1610231	749906	gut metagenome	Illumina HiSeq 2000	AWF_BEOSW_r1	SINGLE	3851999352	exp_AWF_BEOSW_2_C0BCMACXX.IND4	3255588686	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539472/ERR1539472.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BEOSW_2_C0BCMACXX.IND4_clean.fastq.gz	sample_AWF_749906_B1-011
PRJEB14847	SAMEA4347671	ERX1610421	749906	gut metagenome	Illumina HiSeq 2000	AWF_ABBOSW_r1	PAIRED	7706334349	exp_AWF_ABBOSW_1_HAYJ5ADXX.IND35	3537190444;3557306698	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539473/ERR1539473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539473/ERR1539473_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ABBOSW_1_1_HAYJ5ADXX.IND35_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ABBOSW_1_2_HAYJ5ADXX.IND35_clean.fastq.gz	sample_AWF_749906_B1_072
PRJEB14847	SAMEA4347572	ERX1610265	749906	gut metagenome	Illumina HiSeq 2000	AWF_SGOSW_r1	PAIRED	3585021072	exp_AWF_SGOSW_2_C4VR1ACXX.IND2	1747350448;1735747093	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539474/ERR1539474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539474/ERR1539474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SGOSW_2_1_C4VR1ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SGOSW_2_2_C4VR1ACXX.IND2_clean.fastq.gz	sample_AWF_749906_A1-040
PRJEB14847	SAMEA4347650	ERX1610217	749906	gut metagenome	Illumina HiSeq 2000	AWF_HTOSW_r1	PAIRED	4872384390	exp_AWF_HTOSW_2_C0UT3ACXX.IND9	2281695942;2301831065	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539475/ERR1539475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539475/ERR1539475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_HTOSW_2_1_C0UT3ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_HTOSW_2_2_C0UT3ACXX.IND9_clean.fastq.gz	sample_AWF_749906_C1-012
PRJEB14847	SAMEA4347626	ERX1610107	749906	gut metagenome	Illumina HiSeq 2000	AWF_VSOSW_r1	PAIRED	4028186526	exp_AWF_VSOSW_1_HAYJ5ADXX.IND18	1835825250;1847167333	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539476/ERR1539476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539476/ERR1539476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VSOSW_1_1_HAYJ5ADXX.IND18_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VSOSW_1_2_HAYJ5ADXX.IND18_clean.fastq.gz	sample_AWF_749906_B1_090
PRJEB14847	SAMEA4347530	ERX1610256	749906	gut metagenome	Illumina HiSeq 2000	AWF_KQOSW_r1	PAIRED	6128535817	exp_AWF_KQOSW_2_D11VRACXX.IND9	2689553053;2652524735	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539477/ERR1539477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539477/ERR1539477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KQOSW_2_1_D11VRACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KQOSW_2_2_D11VRACXX.IND9_clean.fastq.gz	sample_AWF_749906_A1-194
PRJEB14847	SAMEA4347598	ERX1610249	749906	gut metagenome	Illumina HiSeq 2000	AWF_ADOSW_r2	PAIRED	7053012143	exp_AWF_ADOSW_3_D0AE5ACXX.IND9	3365452882;3397481778	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539478/ERR1539478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539478/ERR1539478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ADOSW_3_1_D0AE5ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ADOSW_3_2_D0AE5ACXX.IND9_clean.fastq.gz	sample_AWF_749906_A1-031
PRJEB14847	SAMEA4347644	ERX1610302	749906	gut metagenome	Illumina HiSeq 2000	AWF_LAOSW_r1	PAIRED	5102296081	exp_AWF_LAOSW_3_C0UT3ACXX.IND5	2386033425;2409110140	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539479/ERR1539479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539479/ERR1539479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LAOSW_3_1_C0UT3ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LAOSW_3_2_C0UT3ACXX.IND5_clean.fastq.gz	sample_AWF_749906_C1-016
PRJEB14847	SAMEA4347534	ERX1610293	749906	gut metagenome	Illumina HiSeq 2000	AWF_BQOSW_r1	SINGLE	3296021347	exp_AWF_BQOSW_4_C0BCMACXX.IND2	2771753561	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539480/ERR1539480.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BQOSW_4_C0BCMACXX.IND2_clean.fastq.gz	sample_AWF_749906_B1-111
PRJEB14847	SAMEA4347715	ERX1610195	749906	gut metagenome	Illumina HiSeq 2000	AWF_NNOSW_r1	PAIRED	5847458663	exp_AWF_NNOSW_3_D14FJACXX.IND1	2856161307;2881252126	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539481/ERR1539481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539481/ERR1539481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NNOSW_3_1_D14FJACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NNOSW_3_2_D14FJACXX.IND1_clean.fastq.gz	sample_AWF_749906_C1_020
PRJEB14847	SAMEA4347660	ERX1610295	749906	gut metagenome	Illumina HiSeq 2000	AWF_AAOSW_r4	PAIRED	4006665621	exp_AWF_AAOSW_2_HAYJ5ADXX.IND1	1742089326;1767829894	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539482/ERR1539482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539482/ERR1539482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AAOSW_2_1_HAYJ5ADXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AAOSW_2_2_HAYJ5ADXX.IND1_clean.fastq.gz	sample_AWF_749906_A1-001
PRJEB14847	SAMEA4347727	ERX1610328	749906	gut metagenome	Illumina HiSeq 2000	AWF_AAAOSW_r1	PAIRED	4691472728	exp_AWF_AAAOSW_1_HAYK5ADXX.IND21	2072144864;2124507197	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539483/ERR1539483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539483/ERR1539483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AAAOSW_1_1_HAYK5ADXX.IND21_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AAAOSW_1_2_HAYK5ADXX.IND21_clean.fastq.gz	sample_AWF_749906_A1_178
PRJEB14847	SAMEA4347483	ERX1610401	749906	gut metagenome	Illumina HiSeq 2000	AWF_AAVOSW_r1	PAIRED	1870794438	exp_AWF_AAVOSW_2_HAYK8ADXX.IND33	796432708;827424192	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539484/ERR1539484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539484/ERR1539484_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AAVOSW_2_1_HAYK8ADXX.IND33_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AAVOSW_2_2_HAYK8ADXX.IND33_clean.fastq.gz	sample_AWF_749906_A1_087
PRJEB14847	SAMEA4347568	ERX1610410	749906	gut metagenome	Illumina HiSeq 2000	AWF_IQOSW_r1	PAIRED	5328369099	exp_AWF_IQOSW_3_C0UW8ACXX.IND10	2240583319;2293616770	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539485/ERR1539485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539485/ERR1539485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IQOSW_3_1_C0UW8ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IQOSW_3_2_C0UW8ACXX.IND10_clean.fastq.gz	sample_AWF_749906_B1-015
PRJEB14847	SAMEA4347733	ERX1610204	749906	gut metagenome	Illumina HiSeq 2000	AWF_PIOSW_r1	PAIRED	4461356544	exp_AWF_PIOSW_2_C1K1EACXX.IND3	1983478163;2002009741	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539486/ERR1539486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539486/ERR1539486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PIOSW_2_1_C1K1EACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PIOSW_2_2_C1K1EACXX.IND3_clean.fastq.gz	sample_AWF_749906_A1 108-2
PRJEB14847	SAMEA4347623	ERX1610402	749906	gut metagenome	Illumina HiSeq 2000	AWF_RSOSW_r1	PAIRED	5465069974	exp_AWF_RSOSW_8_C1JDKACXX.IND17	2608559832;2628395457	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539487/ERR1539487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539487/ERR1539487_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_RSOSW_8_1_C1JDKACXX.IND17_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_RSOSW_8_2_C1JDKACXX.IND17_clean.fastq.gz	sample_AWF_749906_A1-017
PRJEB14847	SAMEA4347678	ERX1610235	749906	gut metagenome	Illumina HiSeq 2000	AWF_MIOSW_r1	PAIRED	5530213840	exp_AWF_MIOSW_4_D14FJACXX.IND2	2679921863;2699955223	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539488/ERR1539488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539488/ERR1539488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MIOSW_4_1_D14FJACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MIOSW_4_2_D14FJACXX.IND2_clean.fastq.gz	sample_AWF_749906_B1_075
PRJEB14847	SAMEA4347478	ERX1610206	749906	gut metagenome	Illumina HiSeq 2000	AWF_BFOSW_r1	SINGLE	3428654489	exp_AWF_BFOSW_2_C0BCMACXX.IND5	2882104798	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539489/ERR1539489.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BFOSW_2_C0BCMACXX.IND5_clean.fastq.gz	sample_AWF_749906_B1-021
PRJEB14847	SAMEA4347709	ERX1610193	749906	gut metagenome	Illumina HiSeq 2000	AWF_QEOSW_r1	PAIRED	4990185742	exp_AWF_QEOSW_8_C1JDKACXX.IND4	2384613679;2403313297	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539490/ERR1539490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539490/ERR1539490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_QEOSW_8_1_C1JDKACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_QEOSW_8_2_C1JDKACXX.IND4_clean.fastq.gz	sample_AWF_749906_A1 166
PRJEB14847	SAMEA4347663	ERX1610244	749906	gut metagenome	Illumina HiSeq 2000	AWF_SFOSW_r1	PAIRED	6726262239	exp_AWF_SFOSW_2_C4VR1ACXX.IND1	3234446013;3195062825	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539491/ERR1539491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539491/ERR1539491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SFOSW_2_1_C4VR1ACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SFOSW_2_2_C4VR1ACXX.IND1_clean.fastq.gz	sample_AWF_749906_A1-003
PRJEB14847	SAMEA4347717	ERX1610186	749906	gut metagenome	Illumina HiSeq 2000	AWF_MCOSW_r1	PAIRED	5525261123	exp_AWF_MCOSW_3_D14FJACXX.IND8	2692535928;2716877663	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539492/ERR1539492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539492/ERR1539492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MCOSW_3_1_D14FJACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MCOSW_3_2_D14FJACXX.IND8_clean.fastq.gz	sample_AWF_749906_C1_029
PRJEB14847	SAMEA4347462	ERX1610276	749906	gut metagenome	Illumina HiSeq 2000	AWF_BVOSW_r1	PAIRED	3980721252	exp_AWF_BVOSW_3_C0KU9ACXX.IND6	1744211826;1773346208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539493/ERR1539493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539493/ERR1539493_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BVOSW_3_1_C0KU9ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BVOSW_3_2_C0KU9ACXX.IND6_clean.fastq.gz	sample_AWF_749906_B1-151
PRJEB14847	SAMEA4347464	ERX1610117	749906	gut metagenome	Illumina HiSeq 2000	AWF_VIOSW_r1	PAIRED	4500948205	exp_AWF_VIOSW_2_HAY78ADXX.IND10	1905611493;1973195589	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539494/ERR1539494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539494/ERR1539494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VIOSW_2_1_HAY78ADXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VIOSW_2_2_HAY78ADXX.IND10_clean.fastq.gz	sample_AWF_749906_B1_ 078
PRJEB14847	SAMEA4347694	ERX1610338	749906	gut metagenome	Illumina HiSeq 2000	AWF_ALOSW_r1	PAIRED	5091716171	exp_AWF_ALOSW_1_D11KBACXX.IND12	2320522028;2335062916	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539495/ERR1539495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539495/ERR1539495_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ALOSW_1_1_D11KBACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ALOSW_1_2_D11KBACXX.IND12_clean.fastq.gz	sample_AWF_749906_A1-101
PRJEB14847	SAMEA4347600	ERX1610239	749906	gut metagenome	Illumina HiSeq 2000	AWF_AROSW_r1	PAIRED	4855225184	exp_AWF_AROSW_2_D11KBACXX.IND5	2178278866;2181753888	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539496/ERR1539496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539496/ERR1539496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AROSW_2_1_D11KBACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AROSW_2_2_D11KBACXX.IND5_clean.fastq.gz	sample_AWF_749906_A1-151
PRJEB14847	SAMEA4347679	ERX1610273	749906	gut metagenome	Illumina HiSeq 2000	AWF_BBOSW_r1	SINGLE	2698641723	exp_AWF_BBOSW_1_C0BCMACXX.IND1	2294377500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539497/ERR1539497.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BBOSW_1_C0BCMACXX.IND1_clean.fastq.gz	sample_AWF_749906_C1-021
PRJEB14847	SAMEA4347672	ERX1610274	749906	gut metagenome	Illumina HiSeq 2000	AWF_GHOSW_r1	PAIRED	4598361997	exp_AWF_GHOSW_1_C0UT3ACXX.IND4	2122651886;2148962886	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539498/ERR1539498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539498/ERR1539498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GHOSW_1_1_C0UT3ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GHOSW_1_2_C0UT3ACXX.IND4_clean.fastq.gz	sample_AWF_749906_C1-026
PRJEB14847	SAMEA4347743	ERX1610172	749906	gut metagenome	Illumina HiSeq 2000	AWF_MTOSW_r1	PAIRED	5307117086	exp_AWF_MTOSW_5_D14FJACXX.IND11	2563730101;2575271605	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539499/ERR1539499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539499/ERR1539499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MTOSW_5_1_D14FJACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MTOSW_5_2_D14FJACXX.IND11_clean.fastq.gz	sample_AWF_749906_B1_034
PRJEB14847	SAMEA4347619	ERX1610267	749906	gut metagenome	Illumina HiSeq 2000	AWF_AQOSW_r1	PAIRED	5349396114	exp_AWF_AQOSW_2_D11KBACXX.IND4	2406379458;2413168330	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539500/ERR1539500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539500/ERR1539500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AQOSW_2_1_D11KBACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AQOSW_2_2_D11KBACXX.IND4_clean.fastq.gz	sample_AWF_749906_A1-141
PRJEB14847	SAMEA4347548	ERX1610189	749906	gut metagenome	Illumina HiSeq 2000	AWF_BPOSW_r1	PAIRED	4180908162	exp_AWF_BPOSW_2_C0KU9ACXX.IND1	1760733164;1773652348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539501/ERR1539501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539501/ERR1539501_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BPOSW_2_1_C0KU9ACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BPOSW_2_2_C0KU9ACXX.IND1_clean.fastq.gz	sample_AWF_749906_B1-101
PRJEB14847	SAMEA4347612	ERX1610353	749906	gut metagenome	Illumina HiSeq 2000	AWF_HVOSW_r1	PAIRED	5003513926	exp_AWF_HVOSW_2_C0UT3ACXX.IND10	2347471557;2367026915	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539502/ERR1539502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539502/ERR1539502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_HVOSW_2_1_C0UT3ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_HVOSW_2_2_C0UT3ACXX.IND10_clean.fastq.gz	sample_AWF_749906_C1-032
PRJEB14847	SAMEA4347673	ERX1610271	749906	gut metagenome	Illumina HiSeq 2000	AWF_FSOSW_r1	PAIRED	4500333409	exp_AWF_FSOSW_1_C0UT3ACXX.IND2	2078395211;2106259307	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539503/ERR1539503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539503/ERR1539503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FSOSW_1_1_C0UT3ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FSOSW_1_2_C0UT3ACXX.IND2_clean.fastq.gz	sample_AWF_749906_C1-023
